#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EFNB1	EPHB4	9606.ENSP00000204961	9606.ENSP00000350896	0	0	0	0	0.206	0.148	0.600	0.973	0.991
EFNB1	EPHB3	9606.ENSP00000204961	9606.ENSP00000332118	0	0	0	0	0.212	0.182	0.900	0.970	0.997
EFNB1	EPHB2	9606.ENSP00000204961	9606.ENSP00000363763	0	0	0	0	0.200	0.302	0.900	0.988	0.999
EFNB1	EPHB1	9606.ENSP00000204961	9606.ENSP00000381097	0	0	0	0	0.183	0.322	0.900	0.990	0.999
EFNB2	EFNB1	9606.ENSP00000245323	9606.ENSP00000204961	0	0	0	0.950	0.076	0.309	0.900	0.892	0.933
EFNB2	MMP2	9606.ENSP00000245323	9606.ENSP00000219070	0	0	0	0	0.065	0	0.900	0.261	0.924
EFNB2	EFNB3	9606.ENSP00000245323	9606.ENSP00000226091	0	0	0	0.901	0.077	0	0.900	0.880	0.912
EFNB2	MMP9	9606.ENSP00000245323	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.442	0.941
EFNB2	SRC	9606.ENSP00000245323	9606.ENSP00000362680	0	0	0	0	0.062	0.300	0.900	0.460	0.959
EFNB2	EPHB6	9606.ENSP00000245323	9606.ENSP00000481994	0	0	0	0	0.183	0.300	0.600	0.879	0.968
EFNB2	EPHB4	9606.ENSP00000245323	9606.ENSP00000350896	0	0	0	0	0.183	0.956	0.900	0.992	0.999
EFNB2	EPHB1	9606.ENSP00000245323	9606.ENSP00000381097	0	0	0	0	0.183	0.510	0.900	0.991	0.999
EFNB2	EPHB3	9606.ENSP00000245323	9606.ENSP00000332118	0	0	0	0	0.201	0.553	0.900	0.983	0.999
EFNB2	EPHB2	9606.ENSP00000245323	9606.ENSP00000363763	0	0	0	0	0.207	0.962	0.900	0.991	0.999
EFNB3	EFNB1	9606.ENSP00000226091	9606.ENSP00000204961	0	0	0	0.888	0	0	0.900	0.950	0.910
EFNB3	MMP2	9606.ENSP00000226091	9606.ENSP00000219070	0	0	0	0	0.063	0	0.900	0.059	0.904
EFNB3	MMP9	9606.ENSP00000226091	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.088	0.904
EFNB3	EFNB2	9606.ENSP00000226091	9606.ENSP00000245323	0	0	0	0.901	0.077	0	0.900	0.880	0.912
EFNB3	EPHB4	9606.ENSP00000226091	9606.ENSP00000350896	0	0	0	0	0.183	0.256	0.600	0.713	0.921
EFNB3	SRC	9606.ENSP00000226091	9606.ENSP00000362680	0	0	0	0	0.062	0.148	0.900	0.271	0.933
EFNB3	EPHB6	9606.ENSP00000226091	9606.ENSP00000481994	0	0	0	0	0.183	0.148	0.600	0.827	0.945
EFNB3	EPHB2	9606.ENSP00000226091	9606.ENSP00000363763	0	0	0	0	0.183	0.148	0.900	0.884	0.990
EFNB3	EPHB1	9606.ENSP00000226091	9606.ENSP00000381097	0	0	0	0	0.206	0.148	0.900	0.883	0.991
EFNB3	EPHB3	9606.ENSP00000226091	9606.ENSP00000332118	0	0	0	0	0.207	0.351	0.900	0.964	0.997
ELANE	MMP8	9606.ENSP00000466090	9606.ENSP00000236826	0	0	0	0	0.176	0	0.900	0.681	0.971
ELANE	MMP7	9606.ENSP00000466090	9606.ENSP00000260227	0	0	0	0	0	0	0.900	0.457	0.943
ELANE	NID1	9606.ENSP00000466090	9606.ENSP00000264187	0	0	0	0	0	0.056	0.900	0.203	0.918
ELANE	MMP1	9606.ENSP00000466090	9606.ENSP00000322788	0	0	0	0	0.052	0	0.900	0.459	0.944
ELANE	A2M	9606.ENSP00000466090	9606.ENSP00000323929	0	0	0	0	0.053	0.134	0	0.963	0.967
ELANE	PLAUR	9606.ENSP00000466090	9606.ENSP00000339328	0	0	0	0	0	0.058	0.900	0.230	0.921
ELN	DCN	9606.ENSP00000351807	9606.ENSP00000052754	0	0	0	0	0.152	0.270	0	0.884	0.922
ELN	MMP9	9606.ENSP00000351807	9606.ENSP00000361405	0	0	0	0	0	0.270	0	0.897	0.922
EPHB1	EFNB1	9606.ENSP00000381097	9606.ENSP00000204961	0	0	0	0	0.183	0.322	0.900	0.990	0.999
EPHB1	MMP2	9606.ENSP00000381097	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0.079	0.904
EPHB1	EFNB3	9606.ENSP00000381097	9606.ENSP00000226091	0	0	0	0	0.206	0.148	0.900	0.883	0.991
EPHB1	EFNB2	9606.ENSP00000381097	9606.ENSP00000245323	0	0	0	0	0.183	0.510	0.900	0.991	0.999
EPHB1	MMP9	9606.ENSP00000381097	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.101	0.906
EPHB1	SRC	9606.ENSP00000381097	9606.ENSP00000362680	0	0	0	0.757	0.073	0.070	0.900	0.442	0.915
EPHB1	EPHB2	9606.ENSP00000381097	9606.ENSP00000363763	0	0	0	0.978	0.062	0	0.900	0.716	0.903
EPHB2	EFNB1	9606.ENSP00000363763	9606.ENSP00000204961	0	0	0	0	0.200	0.302	0.900	0.988	0.999
EPHB2	MMP2	9606.ENSP00000363763	9606.ENSP00000219070	0	0	0	0	0	0.213	0.900	0.193	0.930
EPHB2	EFNB3	9606.ENSP00000363763	9606.ENSP00000226091	0	0	0	0	0.183	0.148	0.900	0.884	0.990
EPHB2	EFNB2	9606.ENSP00000363763	9606.ENSP00000245323	0	0	0	0	0.207	0.962	0.900	0.991	0.999
EPHB2	SDC2	9606.ENSP00000363763	9606.ENSP00000307046	0	0	0	0	0	0.213	0.900	0.779	0.981
EPHB2	MMP9	9606.ENSP00000363763	9606.ENSP00000361405	0	0	0	0	0	0.213	0.900	0.194	0.931
EPHB2	SRC	9606.ENSP00000363763	9606.ENSP00000362680	0	0	0	0.761	0.095	0.683	0.900	0.699	0.974
EPHB2	EPHB1	9606.ENSP00000363763	9606.ENSP00000381097	0	0	0	0.978	0.062	0	0.900	0.716	0.903
EPHB3	EFNB1	9606.ENSP00000332118	9606.ENSP00000204961	0	0	0	0	0.212	0.182	0.900	0.970	0.997
EPHB3	MMP2	9606.ENSP00000332118	9606.ENSP00000219070	0	0	0	0	0.053	0	0.900	0.305	0.928
EPHB3	EFNB3	9606.ENSP00000332118	9606.ENSP00000226091	0	0	0	0	0.207	0.351	0.900	0.964	0.997
EPHB3	EFNB2	9606.ENSP00000332118	9606.ENSP00000245323	0	0	0	0	0.201	0.553	0.900	0.983	0.999
EPHB3	MMP9	9606.ENSP00000332118	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.074	0.903
EPHB4	EFNB1	9606.ENSP00000350896	9606.ENSP00000204961	0	0	0	0	0.206	0.148	0.600	0.973	0.991
EPHB4	MMP2	9606.ENSP00000350896	9606.ENSP00000219070	0	0	0	0	0.092	0	0.900	0.210	0.922
EPHB4	EFNB3	9606.ENSP00000350896	9606.ENSP00000226091	0	0	0	0	0.183	0.256	0.600	0.713	0.921
EPHB4	EFNB2	9606.ENSP00000350896	9606.ENSP00000245323	0	0	0	0	0.183	0.956	0.900	0.992	0.999
EPHB4	MMP9	9606.ENSP00000350896	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.240	0.920
EPHB6	EFNB1	9606.ENSP00000481994	9606.ENSP00000204961	0	0	0	0	0.183	0.148	0.600	0.964	0.988
EPHB6	MMP2	9606.ENSP00000481994	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0.081	0.904
EPHB6	EFNB3	9606.ENSP00000481994	9606.ENSP00000226091	0	0	0	0	0.183	0.148	0.600	0.827	0.945
EPHB6	EFNB2	9606.ENSP00000481994	9606.ENSP00000245323	0	0	0	0	0.183	0.300	0.600	0.879	0.968
EPHB6	MMP9	9606.ENSP00000481994	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.066	0.902
FGF2	OSM	9606.ENSP00000264498	9606.ENSP00000215781	0	0	0	0	0	0	0.900	0.580	0.956
FGF2	LBP	9606.ENSP00000264498	9606.ENSP00000217407	0	0	0	0	0	0	0.900	0.048	0.900
FGF2	TIMP1	9606.ENSP00000264498	9606.ENSP00000218388	0	0	0	0	0	0	0.900	0.652	0.963
FGF2	MMP2	9606.ENSP00000264498	9606.ENSP00000219070	0	0	0	0	0.088	0	0.900	0.691	0.969
FGF2	TGFB1	9606.ENSP00000264498	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.798	0.978
FGF2	HGF	9606.ENSP00000264498	9606.ENSP00000222390	0	0	0	0	0	0	0.500	0.865	0.929
FGF2	IL23A	9606.ENSP00000264498	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0.063	0.902
FGF2	LIF	9606.ENSP00000264498	9606.ENSP00000249075	0	0	0	0	0	0	0.900	0.824	0.981
FGF2	THBS1	9606.ENSP00000264498	9606.ENSP00000260356	0	0	0	0	0.062	0.270	0	0.874	0.906
FGF2	IL17F	9606.ENSP00000264498	9606.ENSP00000337432	0	0	0	0	0	0	0.900	0.165	0.912
FGF2	SAA1	9606.ENSP00000264498	9606.ENSP00000384906	0	0	0	0	0	0	0.900	0.184	0.914
FGF2	LCN2	9606.ENSP00000264498	9606.ENSP00000362108	0	0	0	0	0	0	0.900	0.283	0.925
FGF2	SDC2	9606.ENSP00000264498	9606.ENSP00000307046	0	0	0	0	0.077	0.465	0.600	0.746	0.943
FGF2	MMP1	9606.ENSP00000264498	9606.ENSP00000322788	0	0	0	0	0	0	0.900	0.610	0.959
FGF2	MMP3	9606.ENSP00000264498	9606.ENSP00000299855	0	0	0	0	0.072	0	0.900	0.607	0.960
FGF2	POMC	9606.ENSP00000264498	9606.ENSP00000384092	0	0	0	0	0	0	0.900	0.632	0.961
FGF2	IL17A	9606.ENSP00000264498	9606.ENSP00000344192	0	0	0	0	0	0	0.900	0.646	0.963
FGF2	STAT3	9606.ENSP00000264498	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.678	0.966
FGF2	IL10	9606.ENSP00000264498	9606.ENSP00000412237	0	0	0	0	0	0	0.900	0.677	0.966
FGF2	MMP9	9606.ENSP00000264498	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.754	0.974
FGF2	IL6	9606.ENSP00000264498	9606.ENSP00000385675	0	0	0	0	0.061	0	0.900	0.764	0.975
FGF2	IGF1	9606.ENSP00000264498	9606.ENSP00000302665	0	0	0	0	0	0	0	0.976	0.976
FGF2	VEGFA	9606.ENSP00000264498	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.923	0.991
FGF2	CD44	9606.ENSP00000264498	9606.ENSP00000398632	0	0	0	0	0.062	0.480	0	0.988	0.994
FGF2	HSPG2	9606.ENSP00000264498	9606.ENSP00000363827	0	0	0	0	0.065	0.477	0.600	0.988	0.997
FGF2	SDC1	9606.ENSP00000264498	9606.ENSP00000370542	0	0	0	0	0	0.605	0.600	0.986	0.997
FGF2	SDC4	9606.ENSP00000264498	9606.ENSP00000361818	0	0	0	0	0	0.270	0.900	0.964	0.997
FURIN	MMP11	9606.ENSP00000483552	9606.ENSP00000215743	0	0	0	0	0	0	0.900	0.470	0.944
FURIN	MMP15	9606.ENSP00000483552	9606.ENSP00000219271	0	0	0	0	0.062	0	0.900	0.428	0.941
FURIN	TGFB1	9606.ENSP00000483552	9606.ENSP00000221930	0	0	0	0	0.099	0	0.900	0.403	0.941
FURIN	MMP24	9606.ENSP00000483552	9606.ENSP00000246186	0	0	0	0	0.053	0	0.900	0.450	0.943
FURIN	MMP16	9606.ENSP00000483552	9606.ENSP00000286614	0	0	0	0	0.053	0	0.900	0.437	0.942
FURIN	MMP14	9606.ENSP00000483552	9606.ENSP00000308208	0	0	0	0	0.099	0.675	0.900	0.858	0.995
FURIN	MMP25	9606.ENSP00000483552	9606.ENSP00000337816	0	0	0	0	0.080	0	0.900	0.442	0.944
FURIN	MMP17	9606.ENSP00000483552	9606.ENSP00000353767	0	0	0	0	0.053	0	0.900	0.453	0.943
FURIN	NGF	9606.ENSP00000483552	9606.ENSP00000358525	0	0	0	0	0	0.057	0.900	0.480	0.946
HBEGF	MMP2	9606.ENSP00000230990	9606.ENSP00000219070	0	0	0	0	0.062	0	0.900	0.459	0.944
HBEGF	HSP90AA1	9606.ENSP00000230990	9606.ENSP00000335153	0	0	0	0	0	0	0.900	0.181	0.914
HBEGF	MMP3	9606.ENSP00000230990	9606.ENSP00000299855	0	0	0	0	0.062	0	0.900	0.422	0.941
HBEGF	LIF	9606.ENSP00000230990	9606.ENSP00000249075	0	0	0	0	0.108	0	0.900	0.424	0.944
HBEGF	CD44	9606.ENSP00000230990	9606.ENSP00000398632	0	0	0	0	0.074	0.270	0	0.930	0.948
HBEGF	MMP9	9606.ENSP00000230990	9606.ENSP00000361405	0	0	0	0	0.064	0	0.900	0.518	0.950
HBEGF	IGF1	9606.ENSP00000230990	9606.ENSP00000302665	0	0	0	0	0	0	0.900	0.631	0.961
HBEGF	MMP7	9606.ENSP00000230990	9606.ENSP00000260227	0	0	0	0	0.065	0.270	0.900	0.501	0.961
HGF	OSM	9606.ENSP00000222390	9606.ENSP00000215781	0	0	0	0	0.076	0	0.900	0.705	0.970
HGF	LBP	9606.ENSP00000222390	9606.ENSP00000217407	0	0	0	0	0	0	0.900	0.117	0.907
HGF	MMP2	9606.ENSP00000222390	9606.ENSP00000219070	0	0	0	0	0.088	0	0.900	0.612	0.961
HGF	IL23A	9606.ENSP00000222390	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0	0.900
HGF	LAMC1	9606.ENSP00000222390	9606.ENSP00000258341	0	0	0	0	0	0	0.900	0.069	0.902
HGF	LAMA3	9606.ENSP00000222390	9606.ENSP00000324532	0	0	0	0	0	0	0.900	0.067	0.902
HGF	CTNNA1	9606.ENSP00000222390	9606.ENSP00000304669	0	0	0	0	0	0	0.900	0.075	0.903
HGF	LAMB1	9606.ENSP00000222390	9606.ENSP00000222399	0	0	0	0	0.053	0	0.900	0.091	0.906
HGF	LAMB3	9606.ENSP00000222390	9606.ENSP00000375778	0	0	0	0	0	0	0.900	0.109	0.907
HGF	LAMA5	9606.ENSP00000222390	9606.ENSP00000252999	0	0	0	0	0	0	0.900	0.113	0.907
HGF	IL17F	9606.ENSP00000222390	9606.ENSP00000337432	0	0	0	0	0	0	0.900	0.113	0.907
HGF	SAA1	9606.ENSP00000222390	9606.ENSP00000384906	0	0	0	0	0	0	0.900	0.134	0.909
HGF	LAMC2	9606.ENSP00000222390	9606.ENSP00000264144	0	0	0	0	0.065	0	0.900	0.121	0.910
HGF	POMC	9606.ENSP00000222390	9606.ENSP00000384092	0	0	0	0	0	0	0.900	0.181	0.914
HGF	VEGFA	9606.ENSP00000222390	9606.ENSP00000478570	0	0	0	0	0	0	0.500	0.860	0.927
HGF	FGF2	9606.ENSP00000222390	9606.ENSP00000264498	0	0	0	0	0	0	0.500	0.865	0.929
HGF	BCAR1	9606.ENSP00000222390	9606.ENSP00000391669	0	0	0	0	0	0	0.900	0.324	0.929
HGF	CTNND1	9606.ENSP00000222390	9606.ENSP00000382004	0	0	0	0	0	0	0.900	0.324	0.929
HGF	LCN2	9606.ENSP00000222390	9606.ENSP00000362108	0	0	0	0	0	0.213	0.900	0.324	0.942
HGF	IL17A	9606.ENSP00000222390	9606.ENSP00000344192	0	0	0	0	0	0	0.900	0.465	0.944
HGF	PLAUR	9606.ENSP00000222390	9606.ENSP00000339328	0	0	0	0	0	0.058	0.900	0.511	0.949
HGF	MMP3	9606.ENSP00000222390	9606.ENSP00000299855	0	0	0	0	0.069	0	0.900	0.519	0.951
HGF	MMP1	9606.ENSP00000222390	9606.ENSP00000322788	0	0	0	0	0.067	0	0.900	0.527	0.952
HGF	LIF	9606.ENSP00000222390	9606.ENSP00000249075	0	0	0	0	0	0	0.900	0.573	0.955
HGF	SRC	9606.ENSP00000222390	9606.ENSP00000362680	0	0	0	0	0	0.056	0.900	0.643	0.963
HGF	IL10	9606.ENSP00000222390	9606.ENSP00000412237	0	0	0	0	0	0	0.900	0.666	0.965
HGF	CTNNB1	9606.ENSP00000222390	9606.ENSP00000344456	0	0	0	0	0	0	0.900	0.684	0.967
HGF	CDH1	9606.ENSP00000222390	9606.ENSP00000261769	0	0	0	0	0	0	0.900	0.689	0.967
HGF	MMP9	9606.ENSP00000222390	9606.ENSP00000361405	0	0	0	0	0.062	0	0.900	0.705	0.970
HGF	CD44	9606.ENSP00000222390	9606.ENSP00000398632	0	0	0	0	0.072	0.305	0	0.959	0.971
HGF	IL6	9606.ENSP00000222390	9606.ENSP00000385675	0	0	0	0	0.060	0	0.900	0.736	0.973
HGF	SDC1	9606.ENSP00000222390	9606.ENSP00000370542	0	0	0	0	0	0.270	0.900	0.963	0.997
HSP90AA1	MMP2	9606.ENSP00000335153	9606.ENSP00000219070	0	0	0	0	0	0.270	0	0.918	0.938
HSP90AA1	HBEGF	9606.ENSP00000335153	9606.ENSP00000230990	0	0	0	0	0	0	0.900	0.181	0.914
HSP90AA1	LRP1	9606.ENSP00000335153	9606.ENSP00000243077	0	0	0	0	0	0.181	0	0.964	0.969
HSP90AA1	STAT3	9606.ENSP00000335153	9606.ENSP00000264657	0	0	0	0	0	0.270	0.900	0.988	0.999
HSP90AA1	PRKCA	9606.ENSP00000335153	9606.ENSP00000408695	0	0	0	0	0	0.288	0.900	0.325	0.947
HSP90AA1	VEGFA	9606.ENSP00000335153	9606.ENSP00000478570	0	0	0	0	0	0.270	0.900	0.872	0.989
HSP90AA1	CAV1	9606.ENSP00000335153	9606.ENSP00000339191	0	0	0	0	0	0.270	0.900	0.863	0.989
HSP90AA1	SRC	9606.ENSP00000335153	9606.ENSP00000362680	0	0	0	0	0	0.821	0.900	0.989	0.999
HSPG2	DCN	9606.ENSP00000363827	9606.ENSP00000052754	0	0	0	0	0.098	0.071	0.900	0.845	0.985
HSPG2	MMP15	9606.ENSP00000363827	9606.ENSP00000219271	0	0	0	0	0.111	0	0.900	0.294	0.931
HSPG2	LRP1	9606.ENSP00000363827	9606.ENSP00000243077	0	0	0	0.538	0.118	0	0.900	0.355	0.922
HSPG2	MMP13	9606.ENSP00000363827	9606.ENSP00000260302	0	0	0	0	0	0	0.900	0.390	0.936
HSPG2	NID1	9606.ENSP00000363827	9606.ENSP00000264187	0	0	0	0	0.168	0.951	0.600	0.994	0.999
HSPG2	FGF2	9606.ENSP00000363827	9606.ENSP00000264498	0	0	0	0	0.065	0.477	0.600	0.988	0.997
HSPG2	MMP3	9606.ENSP00000363827	9606.ENSP00000299855	0	0	0	0	0.070	0	0.900	0.395	0.938
HSPG2	MMP14	9606.ENSP00000363827	9606.ENSP00000308208	0	0	0	0	0.231	0	0.900	0.436	0.952
HSPG2	PLG	9606.ENSP00000363827	9606.ENSP00000308938	0	0	0	0	0	0	0.900	0.386	0.936
HSPG2	CSPG4	9606.ENSP00000363827	9606.ENSP00000312506	0	0	0	0	0.221	0	0.900	0.396	0.948
HSPG2	BCAN	9606.ENSP00000363827	9606.ENSP00000331210	0	0	0	0	0	0	0.900	0.542	0.952
HSPG2	COL18A1	9606.ENSP00000363827	9606.ENSP00000347665	0	0	0	0	0.200	0.392	0	0.830	0.910
HSPG2	MMP12	9606.ENSP00000363827	9606.ENSP00000458585	0	0	0	0	0	0	0.900	0.278	0.924
HSPG2	VEGFA	9606.ENSP00000363827	9606.ENSP00000478570	0	0	0	0	0.077	0	0.800	0.789	0.957
IBSP	MMP2	9606.ENSP00000226284	9606.ENSP00000219070	0	0	0	0	0	0	0	0.919	0.919
IBSP	SPP1	9606.ENSP00000226284	9606.ENSP00000378517	0	0	0	0	0.089	0	0	0.911	0.916
IGF1	DCN	9606.ENSP00000302665	9606.ENSP00000052754	0	0	0	0	0.124	0	0.800	0.915	0.983
IGF1	CTSG	9606.ENSP00000302665	9606.ENSP00000216336	0	0	0	0	0	0	0.900	0.156	0.911
IGF1	MMP2	9606.ENSP00000302665	9606.ENSP00000219070	0	0	0	0	0.062	0	0.900	0.601	0.959
IGF1	HBEGF	9606.ENSP00000302665	9606.ENSP00000230990	0	0	0	0	0	0	0.900	0.631	0.961
IGF1	LIF	9606.ENSP00000302665	9606.ENSP00000249075	0	0	0	0	0	0	0.900	0.570	0.955
IGF1	CDH1	9606.ENSP00000302665	9606.ENSP00000261769	0	0	0	0	0	0	0.900	0.561	0.954
IGF1	FGF2	9606.ENSP00000302665	9606.ENSP00000264498	0	0	0	0	0	0	0	0.976	0.976
IGF1	BDNF	9606.ENSP00000302665	9606.ENSP00000414303	0	0	0	0	0	0	0	0.904	0.904
IGF1	CTNND1	9606.ENSP00000302665	9606.ENSP00000382004	0	0	0	0	0	0	0.900	0.134	0.909
IGF1	CTNNA1	9606.ENSP00000302665	9606.ENSP00000304669	0	0	0	0	0	0	0.900	0.146	0.910
IGF1	KLK2	9606.ENSP00000302665	9606.ENSP00000313581	0	0	0	0	0	0	0.900	0.193	0.915
IGF1	BCAR1	9606.ENSP00000302665	9606.ENSP00000391669	0	0	0	0	0	0	0.900	0.261	0.922
IGF1	MMP1	9606.ENSP00000302665	9606.ENSP00000322788	0	0	0	0	0	0	0.900	0.483	0.946
IGF1	CTNNB1	9606.ENSP00000302665	9606.ENSP00000344456	0	0	0	0	0	0	0.900	0.693	0.968
IGF1	SRC	9606.ENSP00000302665	9606.ENSP00000362680	0	0	0	0	0	0	0.900	0.770	0.976
IGF1	IGFALS	9606.ENSP00000302665	9606.ENSP00000416683	0	0	0	0	0.087	0.462	0.720	0.909	0.985
IGF1	IGFBP3	9606.ENSP00000302665	9606.ENSP00000370473	0	0	0	0	0	0.871	0.800	0.991	0.999
IGF2	CTSG	9606.ENSP00000391826	9606.ENSP00000216336	0	0	0	0	0	0	0.900	0.078	0.903
IGF2	MMP2	9606.ENSP00000391826	9606.ENSP00000219070	0	0	0	0	0.165	0	0.900	0.394	0.944
IGF2	CDH1	9606.ENSP00000391826	9606.ENSP00000261769	0	0	0	0	0	0	0.900	0.464	0.944
IGF2	CTNNA1	9606.ENSP00000391826	9606.ENSP00000304669	0	0	0	0	0	0	0.900	0.102	0.906
IGF2	PLG	9606.ENSP00000391826	9606.ENSP00000308938	0	0	0	0	0.062	0.213	0.500	0.830	0.929
IGF2	KLK2	9606.ENSP00000391826	9606.ENSP00000313581	0	0	0	0	0	0	0.900	0.146	0.910
IGF2	MMP1	9606.ENSP00000391826	9606.ENSP00000322788	0	0	0	0	0.076	0	0.900	0.266	0.926
IGF2	CTNNB1	9606.ENSP00000391826	9606.ENSP00000344456	0	0	0	0	0	0	0.900	0.607	0.959
IGF2	IGFBP3	9606.ENSP00000391826	9606.ENSP00000370473	0	0	0	0	0.155	0.873	0.600	0.989	0.999
IGF2	CTNND1	9606.ENSP00000391826	9606.ENSP00000382004	0	0	0	0	0	0	0.900	0.095	0.905
IGFALS	CTSG	9606.ENSP00000416683	9606.ENSP00000216336	0	0	0	0	0	0.056	0.900	0.146	0.912
IGFALS	MMP2	9606.ENSP00000416683	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0	0.900
IGFALS	IGF1	9606.ENSP00000416683	9606.ENSP00000302665	0	0	0	0	0.087	0.462	0.720	0.909	0.985
IGFALS	PLG	9606.ENSP00000416683	9606.ENSP00000308938	0	0	0	0	0.112	0.056	0.900	0.122	0.916
IGFALS	KLK2	9606.ENSP00000416683	9606.ENSP00000313581	0	0	0	0	0.061	0.056	0.900	0	0.903
IGFALS	MMP1	9606.ENSP00000416683	9606.ENSP00000322788	0	0	0	0	0	0	0.900	0.073	0.903
IGFALS	IGFBP3	9606.ENSP00000416683	9606.ENSP00000370473	0	0	0	0	0.062	0.486	0.800	0.814	0.979
IGFBP3	CTSG	9606.ENSP00000370473	9606.ENSP00000216336	0	0	0	0	0	0.213	0.900	0.174	0.929
IGFBP3	MMP2	9606.ENSP00000370473	9606.ENSP00000219070	0	0	0	0	0.196	0.213	0.900	0.392	0.956
IGFBP3	IGF1	9606.ENSP00000370473	9606.ENSP00000302665	0	0	0	0	0	0.871	0.800	0.991	0.999
IGFBP3	PLG	9606.ENSP00000370473	9606.ENSP00000308938	0	0	0	0	0	0.462	0.900	0.806	0.988
IGFBP3	KLK2	9606.ENSP00000370473	9606.ENSP00000313581	0	0	0	0	0	0	0.900	0.306	0.927
IGFBP3	MMP1	9606.ENSP00000370473	9606.ENSP00000322788	0	0	0	0	0.142	0.213	0.900	0.335	0.949
IGFBP3	CAV1	9606.ENSP00000370473	9606.ENSP00000339191	0	0	0	0	0.300	0.213	0	0.912	0.947
IGFBP3	IGFALS	9606.ENSP00000370473	9606.ENSP00000416683	0	0	0	0	0.062	0.486	0.800	0.814	0.979
IGFBP3	IGF2	9606.ENSP00000370473	9606.ENSP00000391826	0	0	0	0	0.155	0.873	0.600	0.989	0.999
IL10	OSM	9606.ENSP00000412237	9606.ENSP00000215781	0	0	0	0	0.084	0	0.900	0.507	0.950
IL10	LBP	9606.ENSP00000412237	9606.ENSP00000217407	0	0	0	0	0	0	0.900	0.464	0.944
IL10	TIMP1	9606.ENSP00000412237	9606.ENSP00000218388	0	0	0	0	0.062	0	0.900	0.654	0.964
IL10	MMP2	9606.ENSP00000412237	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0.601	0.958
IL10	TGFB1	9606.ENSP00000412237	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.788	0.977
IL10	HGF	9606.ENSP00000412237	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.666	0.965
IL10	IL23A	9606.ENSP00000412237	9606.ENSP00000228534	0	0	0	0	0	0	0.900	0.660	0.964
IL10	LIF	9606.ENSP00000412237	9606.ENSP00000249075	0	0	0	0	0.062	0	0.900	0.556	0.954
IL10	FGF2	9606.ENSP00000412237	9606.ENSP00000264498	0	0	0	0	0	0	0.900	0.677	0.966
IL10	STAT3	9606.ENSP00000412237	9606.ENSP00000264657	0	0	0	0	0	0.345	0.600	0.946	0.984
IL10	MMP3	9606.ENSP00000412237	9606.ENSP00000299855	0	0	0	0	0.052	0	0.900	0.611	0.959
IL10	MMP1	9606.ENSP00000412237	9606.ENSP00000322788	0	0	0	0	0.052	0	0.900	0.565	0.955
IL10	A2M	9606.ENSP00000412237	9606.ENSP00000323929	0	0	0	0	0	0.632	0	0.841	0.939
IL10	IL17F	9606.ENSP00000412237	9606.ENSP00000337432	0	0	0	0	0.062	0	0.900	0.739	0.973
IL10	IL17A	9606.ENSP00000412237	9606.ENSP00000344192	0	0	0	0	0.065	0	0.900	0.949	0.994
IL10	MMP9	9606.ENSP00000412237	9606.ENSP00000361405	0	0	0	0	0	0	0.900	0.758	0.974
IL10	LCN2	9606.ENSP00000412237	9606.ENSP00000362108	0	0	0	0	0	0	0.900	0.561	0.954
IL10	POMC	9606.ENSP00000412237	9606.ENSP00000384092	0	0	0	0	0	0	0.900	0.556	0.953
IL10	SAA1	9606.ENSP00000412237	9606.ENSP00000384906	0	0	0	0	0	0	0.900	0.545	0.952
IL10	IL6	9606.ENSP00000412237	9606.ENSP00000385675	0	0	0	0	0.073	0	0.300	0.960	0.972
IL10	VEGFA	9606.ENSP00000412237	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.845	0.983
IL17A	OSM	9606.ENSP00000344192	9606.ENSP00000215781	0	0	0	0	0	0	0.900	0.609	0.959
IL17A	LBP	9606.ENSP00000344192	9606.ENSP00000217407	0	0	0	0	0	0	0.900	0.241	0.920
IL17A	TIMP1	9606.ENSP00000344192	9606.ENSP00000218388	0	0	0	0	0	0	0.900	0.523	0.950
IL17A	MMP2	9606.ENSP00000344192	9606.ENSP00000219070	0	0	0	0	0	0	0.900	0.460	0.943
IL17A	TGFB1	9606.ENSP00000344192	9606.ENSP00000221930	0	0	0	0	0	0	0.900	0.625	0.960
